referenced_tweets,possibly_sensitive,author_id,reply_settings,text,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.impression_count,geo.place_id,withheld.copyright,withheld.country_codes
,True,1079811153046446082,everyone,More Than He Can Handle (Rokemi) #Furry #Yiff #Murr #Murry #Furryporn #Furporn #porn https://t.co/3mAesSFrrF https://t.co/1cBBh8hHFX,0,0,1,0,0,,,
[<ReferencedTweet id=1613953635981099011 type=quoted],False,1603102414604849157,everyone,Whether you're successful or n. https://t.co/38mUvSqeRT,0,0,0,0,0,,,
[<ReferencedTweet id=1613953105753772058 type=quoted],False,1928870953,everyone,Do I think it is possible? Yes. https://t.co/sdGQMAk774,0,0,1,0,0,,,
,False,710908255954862080,everyone,"uVcNpF9 the Italian shoulderwedd organd and monkey, ready to go.                                     #萝莉 #意淫 #福利姬                                         https://t.co/sfUUdkiuO2",0,0,0,0,0,,,
,False,1543449359450533888,everyone,"Good morning ☀️ ☀️ ☀️ ☀️ ☀️ ☀️ 
#成都 #成都资源 https://t.co/Bav9AuF7Xi",0,0,0,0,0,,,
[<ReferencedTweet id=1613534664236625920 type=quoted],False,1028000406163677184,everyone,Ooh Hell No! https://t.co/YAPpKdvxrT,0,0,0,0,0,,,
[<ReferencedTweet id=1613953559003041792 type=replied_to],False,1301011469299888129,everyone,NO WAY. I GOT HEIZOU WTFFF !! https://t.co/YoR0raw9SB,0,0,0,0,0,,,
[<ReferencedTweet id=1613950328952737792 type=quoted],False,1201180311066800128,everyone,#nationalpizzaweek … destroying one New Years Eve resolution at a time ! https://t.co/pe7WviVIb8,0,0,0,0,1,,,
[<ReferencedTweet id=1613953635981099011 type=quoted],False,1603125554504507394,everyone,Whether you're successful or n. https://t.co/VuT0sl7xHq,0,0,0,0,0,,,
,False,3156890331,everyone,"I like you,like it all over the mountains
💕🥺💕🥺
💕🥺💕🥺 
#杭州 #杭州资源 #杭州按摩 https://t.co/k4agX4LrJq",0,0,0,0,0,,,
,False,1073922518916882438,everyone,I am a Chinese bitch who love #bbc #cuck #cuckold #horny #tits #ass #dick #cumtribute #cocktribute  #cockrate #nsfw #nsfwtwt #trade #exposed https://t.co/ZirGaVYHOf,0,0,1,0,1,,,
,False,1197990027512418305,everyone,It’s still winter for a while yet 5 #推特账号 #推特代发 https://t.co/gD055RNwpq,0,0,0,0,0,,,
,False,707079170644271104,everyone,"$GM #Options Power, #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/B7BWRcELCf https://t.co/unitxRkdtH",0,0,0,0,1,,,
,False,1075803006006935552,everyone,"Hamlet @swkplay | Jan 12 - Feb 4, 2023

#Hamlet is a play of infinite interpretation. This latest version from @LazarusTheatre promises to be a “ravishing, modern, physical and fast paced ensemble production.”

https://t.co/QJ36toYpqX 💀 https://t.co/q5UO2smIh0",0,0,0,0,0,,,
[<ReferencedTweet id=1613800620888055808 type=replied_to],False,1580321362505338881,everyone,@myboringjourne2 Do you like mine? https://t.co/sw6n0KVPB9,0,0,0,0,0,,,
,False,1021016382174113800,everyone,"FairyIrvingHarleyGraham   
#万博 #百家乐 https://t.co/Mdc23QowYW",0,0,0,0,0,,,
[<ReferencedTweet id=1613951204375105552 type=quoted],False,1613804526095503363,following,Ether the MNLTH X! @kelsdegid @KiKiC011 @HOMEGY4 @Mr_Rv_S @IlMarmottone @inezlively1 @GeorgeValDim @Varshini94 @L8inLA_eth @campyNFT @ruggedheart_ https://t.co/wEDc52lZkO,0,0,0,0,0,,,
[<ReferencedTweet id=1613929403783725057 type=quoted],False,1586157081672880130,everyone,"If you can see it, its not ""man made climate change"" https://t.co/A4Q7hLLdQL",0,0,0,0,0,,,
[<ReferencedTweet id=1613953386071691265 type=replied_to],False,1276904768045305858,everyone,$171K from 2020 forward (just in direct contributions) https://t.co/Qn74SZxECe,0,0,0,0,0,,,
,False,31538682,everyone,M O O D https://t.co/xx8RFOA90u,0,0,0,0,0,,,
,False,1602896578032771072,everyone,Wanna play hide and seek? 💙😈 https://t.co/NuAogXM89h,0,0,0,0,1,,,
,False,4396366491,everyone,"I feelthe cold16.198 wiawtfgaur hands 
#安康 #汉中 #商洛 https://t.co/58lDAZQadM",0,0,0,0,0,,,
[<ReferencedTweet id=1613902683274121216 type=quoted],False,528633621,everyone,"Very excited to see this! If you’re looking for a new challenge in 2023 - something that makes the world of difference to patients, visitors &amp; to staff pls get in touch. We believe that No One Deserves to Die Alone. #ButterflyVolunteers #EoLC @JCorscaden @HannahD3005 @JessSalvin https://t.co/Ge7BtPKvgz",0,0,0,0,3,,,
,False,16531100,everyone,"No @dexalotcom defi disco today guys, icicle attack hand is still pretty gnarly and djing hurts atm. Back next week! https://t.co/qhpslHWjwa",0,0,0,0,2,,,
,False,3375378609,everyone,"1/12-x2` What is wrong may not be wrong at all 
#成都 #东莞 #杭州 https://t.co/xfwFSCQUG3",0,0,0,0,0,,,
[<ReferencedTweet id=1613877007460274177 type=quoted],False,2335508485,following,Omg. Spot on. https://t.co/MiuYd6Oz4j,0,0,0,0,0,,,
[<ReferencedTweet id=1613611723142856731 type=quoted],False,1359761146773790724,everyone,What makes you think Aegon will listen to them when he fired Otto. https://t.co/wsp1d5vUP1,0,0,0,0,0,,,
[<ReferencedTweet id=1613945280147197954 type=quoted],False,1346615757170348032,everyone,Thank you for bringing this to our attention. All members involved in this scheme have and will be banned indefinitely. This will not be tolerated… https://t.co/5GNIoZT7Rp,0,0,0,0,0,,,
[<ReferencedTweet id=1612780160637620224 type=quoted],False,1372028880417001474,everyone,Way to a healthy life and divinity is yoga. Let us all learn it and spread to all the younger generation in schools.🙏🙏🙏🌸🌸🌸save soil. #savesoil #sadhguruJV. https://t.co/IwOajcAPM0,0,0,0,0,0,,,
[<ReferencedTweet id=1613843408891662336 type=replied_to],False,1363592443598434312,everyone,@martinplaut don't you listen #Mrliar we are all 👉#ኢሰያስኣፈወርቂ 🇪🇷♥️we are born #ሻዕብያ from day one it's in our blood there is nothing you can do to change it 💪🇪🇷 https://t.co/nRVYxgKpMF,0,0,0,0,0,,,
[<ReferencedTweet id=1613932317008957441 type=quoted],False,4460044392,everyone,Taylor Swift https://t.co/qdcolPzWJd,0,0,0,0,0,,,
[<ReferencedTweet id=1613948036731867147 type=replied_to],False,1610449358331469826,everyone,@yanweigay triplets https://t.co/3VeqLwnFJN,0,0,0,0,0,,,
,True,1570799109359177729,everyone,"Baby follow me , you will not regret🤪 ☻ https://t.co/DgMmZXAMpW",0,0,0,0,0,,,
,False,1570350928296873986,everyone,"Have great WE!🌞

Zoom of one of my works for the
Glowy Patterns Gallery Collection 

Inspired by nature

Check out on OpenSea:
https://t.co/4WgHFPuMjA https://t.co/m5Hv7mnPgD",0,0,0,0,0,,,
[<ReferencedTweet id=1613952647513399296 type=replied_to],False,1479572591446741001,everyone,@myglosshy @Spotify @SpotifyCares Hi @Spotify @SpotifyCares can we know why Vibe by Taeyang ft Jimin is still not available in a few countries.@Spotify @SpotifyCares can we know why Vibe by Taeyang ft Jimin is still not available in a few countries. Please fix this issue as soon as possible. https://t.co/EMlLmBUmiG,0,0,0,0,0,,,
[<ReferencedTweet id=1613953730034167808 type=quoted],False,1604865290147348481,everyone,Relationships are eternal. The. https://t.co/AtbRRRhyWu,0,0,0,0,0,,,
,False,1110534212669661185,everyone,im sorry but this still makes no sense to me let me explain https://t.co/vw5r3bgJCi,0,1,0,0,0,,,
[<ReferencedTweet id=1613953477532684290 type=replied_to],False,1157746066478923776,everyone,"@Nightfallgamez Yeah, and I try not to look at it in a bad light. Things just change and alter paths. I love seeing so many people doing their best on twitter, having fun on here, it's great to offset all the other noise out there at times.",0,0,1,0,0,,,
[<ReferencedTweet id=1613724391229263872 type=replied_to],False,1541114751220072448,everyone,"@sweetaycem More at: https://t.co/5uWmctY7EB   ""FLAGRANT"" https://t.co/ZHm9OFuyMY",0,0,0,0,1,,,
[<ReferencedTweet id=1613946705329754137 type=quoted],True,1415651402270089221,everyone,Trying my hardest not to laugh https://t.co/Owl9tzmhLo https://t.co/go3heZwy4i,0,0,0,0,0,,,
"[<ReferencedTweet id=1499396971466936324 type=quoted, <ReferencedTweet id=1613931777743101953 type=replied_to]",False,3001188447,everyone,@ColchesterLab Time he starts to pack his bags https://t.co/8ydQSuLrKg,0,0,0,0,0,,,
[<ReferencedTweet id=1613947995820625930 type=quoted],False,1519111014620573697,everyone,The way Becky got up quickly after he farted 💀 https://t.co/z4l5xC8Lh5,0,0,0,0,0,,,
[<ReferencedTweet id=1613940072440795137 type=quoted],False,1607273238270287873,everyone,Think mirror https://t.co/DwgMKxMvbP,0,0,0,0,0,,,
,False,1072404907230060544,everyone,"@mattaspiro 
Thank you for participating!
Your prize draw results are...

Oops, better luck next time!

Do check out our official TikTok account too &gt;&gt;&gt; https://t.co/lGVq6LelOx https://t.co/wEdSjvhXfO",0,0,0,0,0,,,
[<ReferencedTweet id=1613480587335024642 type=quoted],False,1361386878587572227,everyone,Day 30 of missing JIN- https://t.co/Nw25mPUltf,0,0,0,0,1,,,
,False,76059171,everyone,Please join Paw Patrol in supporting Aid-a-Pet to benefit pet families in need by donating dog or cat food. We'll be collecting donations on Jan 24 + 25 before school at both entrances. Thank you! @fhsactivities1 https://t.co/lJyJOJhhts,0,0,0,0,1,,,
[<ReferencedTweet id=1613929841362976771 type=replied_to],False,591256990,everyone,"@ChristopherHahn @TonyHussein4 Lying about his Mother dying in 9/11 That alone should disqualify the pathological lying creep from being sworn in. 
WTF kind of Man lies about his Mother dying in 9/11, he doesn't belong in Congress period full stop 👇 https://t.co/3dbmH6SLH1",0,0,0,0,0,,,
[<ReferencedTweet id=1611726421172588545 type=replied_to],False,612862794,everyone,4. Notting Hill || 1999 https://t.co/FV5CyYxue7,0,0,0,0,0,,,
[<ReferencedTweet id=1613695518391107585 type=quoted],False,1562859529859387393,everyone,Miss them sm https://t.co/y9k1qO1etq,0,0,0,0,1,,,
,False,1600618675270287361,everyone,"𝖌𝖗𝖊𝖆𝖙 𝖑𝖆𝖙𝖊 𝖙𝖍𝖗𝖔𝖚𝖌𝖍
https://t.co/Pk6EwFql0l
##
#實實阿點用其實 https://t.co/NAOdRxtNPW",0,0,0,0,0,,,
,False,1465987279369949186,everyone,"I have been off twitter for a long time today...i missed a lot.

I hope you had a good day family.",0,0,0,0,0,,,
[<ReferencedTweet id=1613936878704812037 type=quoted],False,1590412015578890240,everyone,"that tweet wasn’t provoked, they were actually replying to a vip that was nasty towards jimin, you guys love acting like victims it’s fucken crazy https://t.co/a0XTN0dner",0,0,0,0,0,,,
"[<ReferencedTweet id=1613865780151717890 type=quoted, <ReferencedTweet id=1613936233561952261 type=replied_to]",False,299451170,everyone,"@Sorenthek Tether just got it's own version of early Covid
https://t.co/PgJcg75KII",0,0,0,0,1,,,
,False,4406498297,everyone,"Leonard Hood Violet Ulysses  https://t.co/AOgeJJKfcQ 
#街机 #斗鸡",0,0,0,0,0,,,
[<ReferencedTweet id=1613952578965966848 type=replied_to],False,1469841993647886336,everyone,@lachienewland People love following journeys. One of my biggest takeaways from being on Twitter,0,0,0,0,0,,,
,False,1540040045792563209,everyone,"Do you like my pokemon? 🥺💕 
#南京 #南京按摩 #南京SPA https://t.co/59xb80m7BE",0,0,0,0,0,,,
,False,1582704356872179712,everyone,"97404613 :Battle ID
I need backup!
Lvl 120 Grimnir
https://t.co/qR0OHZEilR",0,0,0,0,0,,,
[<ReferencedTweet id=1612886774136639491 type=quoted],False,3248989135,everyone,Desperate for some folks to weigh in on this if anyone can find the time. Much appreciated! https://t.co/d1SXGrBt9E,0,0,0,0,0,,,
[<ReferencedTweet id=1613893136438132737 type=quoted],False,1423517022604963844,everyone,"No, not necessarily. https://t.co/xWzFN4qey3",0,0,0,0,0,,,
[<ReferencedTweet id=1613938769673195521 type=quoted],False,1011724291736571904,everyone,Great opportunities to join a brilliant team and trust https://t.co/NoSb2OciJ8,0,0,0,0,0,,,
,False,877424721796747265,everyone,of power and huuili1   So I’housewives are busy   0.0Z31A8  #重庆 #深圳 #长春  https://t.co/WwYIlllMUk,0,0,0,0,0,,,
[<ReferencedTweet id=1613953730034167808 type=quoted],False,1604792034874761216,everyone,"When I am in love, I am ridicu. https://t.co/uzYPlJlUX5",0,0,0,0,0,,,
,False,88565180,everyone,NYT gave Kellywise the Dancing Clown an op-ed because of course they did. https://t.co/6cj4bFNRpV,0,0,0,0,0,,,
[<ReferencedTweet id=1613953428727951361 type=replied_to],False,582961983,everyone,"Can it measure the 2.5MHz clock signal? Yes! But the trace is barely visible.

This scope also has a cursor! And it could measure the frequency correctly. https://t.co/97wKiRl1f0",0,0,0,0,0,,,
,False,1612885511450005504,everyone,"♠️ IF YOU WANT ONLYFANS 🎀 SUBSCRIBERS THEN DM📩 YOUR PIC👸AND ONLYFANS 🎀 LINKS ON OUR 10MILLIONS NET👇👇.
https://t.co/eD3hNY5rTD? https://t.co/4AZELpoZWQ",0,0,0,0,0,,,
,False,1562414577454702592,everyone,"Hello guys ,This is a really cool server ,I learned a lot of things there and also met some cool people who are helpful.
➡ https://t.co/BRqBDzbtZk

$shib $doge $floki $tking $elon $link $vet $sol $dot $movr https://t.co/y17UJJo8IP",0,0,0,0,0,,,
[<ReferencedTweet id=1613762639514968064 type=quoted],False,875902652252606464,everyone,A) other https://t.co/PtIM5OOvO2,0,0,0,0,0,,,
[<ReferencedTweet id=1613487175806644224 type=quoted],False,1439711329,everyone,love me some glitch crows... https://t.co/AldYE3uzbW,0,0,0,0,2,,,
,False,1324490970357006336,everyone,"Did you commit to a college or advancing to Junior Hockey? Fill out the form on our website so the AHF can recognize your accomplishment!!

https://t.co/zQ22tj54jR https://t.co/3UEjY4tCy9",0,0,0,0,0,,,
[<ReferencedTweet id=1613952931434303504 type=quoted],False,1394802244902588417,everyone,This shit doesn't add up. I'm buying $BOIL https://t.co/2ECaIJMMTx https://t.co/W7dSdmVE04,0,0,0,0,0,,,
[<ReferencedTweet id=1613944598266613761 type=quoted],False,74538178,everyone,Great to see! 💪 https://t.co/sgQ2ZYcqrF,0,0,1,0,0,,,
[<ReferencedTweet id=1613925974936018948 type=replied_to],False,927151099,everyone,"@its_myke_ Kindly DM us your ID number, the amount transacted, the wrong number transacted to, the date of transfer and the phone number that you intended to transact to. We will check and advise.  
 
https://t.co/uJrto50nXT",0,0,0,0,0,,,
,False,1609944051997884417,everyone,"Okay now... your own page, @Netflix. The ""Best of 2022"" surely deserve renewal. Right?!💜 #HalfBad #SaveHalfBad https://t.co/994Y4kk6l5",0,0,0,0,1,,,
[<ReferencedTweet id=1613663377234219013 type=quoted],False,1262519014359736322,everyone,Don't jump too fast.  Ronna will twist the vote tallies just like the Dems do with the elections. https://t.co/JJvzhSuxQV,0,0,0,0,0,,,
,False,722265524701245440,everyone,Always front line when it’s go time🥷 https://t.co/6o0YkJdWoV,0,0,0,0,0,,,
[<ReferencedTweet id=1613648529427243045 type=quoted],False,1299711559141339136,everyone,"If you're a doctor, you know what you seeing. https://t.co/D7mf8wuQns",0,0,0,0,0,,,
[<ReferencedTweet id=1613948995981774868 type=quoted],False,1606336393,everyone,I hope this means the players will play better and with some dignity… lol. LETS GOOOOOOO!! Vini X CR7 🔥 https://t.co/4SkxAstwsn https://t.co/bPyN0N4ZNv,0,0,0,0,0,,,
,False,1600618675270287361,everyone,"𝖞𝖊𝖆𝖗 𝖓𝖊𝖛𝖊𝖗 𝖎𝖋
https://t.co/Pk6EwFql0l
##
#實實阿點用其實 https://t.co/5IPu7J0kJj",1,0,0,2,0,,,
[<ReferencedTweet id=1612750683593129984 type=replied_to],False,1543915123,everyone,@KlipdriftBrandy #JanuWorryTwist #Januworry. #KlipdriftKultureConnect Enjoying the outdoors this holiday 🤩 https://t.co/ggpgb0XK6l,0,0,0,0,0,00f65b8ae8433d6f,,
,False,1603772806377787392,everyone,"Do you like my pokemon? 🥺💕 
#天津资源 #天津同城 #天津 https://t.co/ZVu0PSQ6jU",0,0,0,0,0,,,
,False,1242938478,everyone,🤥😓 👨🏾‍🔬🧑🏼‍ Justin Steinbeck Charlotte Jordan Ken Newton #保定 #佛山 #大连 https://t.co/IGBvVzFcki,0,0,0,0,0,,,
[<ReferencedTweet id=1613728083411976197 type=quoted],False,164694047,everyone,Just doing my part #NHLAllStarVote Martin Necas https://t.co/cidR7M07gt,0,0,0,0,0,,,
[<ReferencedTweet id=1611301612621807617 type=quoted],False,165503959,everyone,"💡 Characteristics of the best #VCs? 
@NEA’s @JeffImmelt says: Identification of leaders and tolerance of failure. https://t.co/c635IUGpaz",0,0,0,0,1,,,
,False,1072404907230060544,everyone,"@T3BOLTVKMh1sq2i 
Thank you for participating!
Your prize draw results are...

Oops, better luck next time!

Do check out our official TikTok account too &gt;&gt;&gt; https://t.co/lGVq6LelOx https://t.co/4XGYw1Onqm",0,0,0,0,0,,,
[<ReferencedTweet id=1613951204375105552 type=quoted],False,1613803023863799809,following,Stay with RTFKT! @K2boon @IWoelfling46 @AndersonNFT888 @studio_lip @itsmari_eth @Arbroathgallery @Alexxs007 @Taylor_4101 @Sonal25661885 @ImakittycatNFT @Mrallnatty87 https://t.co/DBELeT3SS6,0,0,0,0,0,,,
[<ReferencedTweet id=1613435064930418688 type=replied_to],False,772720002050957312,everyone,"@leathergregory I carry a rucksack, and now you don’t get to find out what’s in it https://t.co/jO00TRXqPU",0,0,0,0,0,,,
[<ReferencedTweet id=1613952787481595911 type=quoted],False,1611680999905148928,everyone,I will advise you to send their direct  support a massage for guidance at [metamasklive.oi@gmail.com ] very fast. https://t.co/rk6bmiZGPH,0,0,0,0,0,,,
[<ReferencedTweet id=1613953443160363021 type=quoted],False,1273468057395040257,everyone,oh they’re really trying to kiII me https://t.co/Jv4BIEg8gV,0,0,0,0,0,,,
,False,1542042085200695302,everyone,"#上海 #北京 #天津 https://t.co/OYZylWvlYr
Compare woman they century television.
😅😋😍💌💯",0,0,0,0,0,,,
[<ReferencedTweet id=1613436913054097409 type=quoted],False,481600977,everyone,This aged well see you tomorrow Jamaica 😍 https://t.co/jajTPmWQZU,0,0,0,0,0,,,
[<ReferencedTweet id=1613946852008759307 type=replied_to],False,1345125406609956864,everyone,"@GabiNga1 @PriamtheB @45johnmac @Bagel69er @BFes56 @BGsGhost1 @Bh0045 @Big4USA @BladeRocco @CJSzx12 @FAB87F @JacabiteRebel @JHeckGman @j0ker937 @KevinGills13 @MacyStotty @MP1Eye @Napa_Patriot @RighterThanRigh @RnkSt7 @Sweet_T2021 @TJDOGMANR2 @321jz @827js Lovely to see you, Gabi, on this special day of the week. Thank you for the inclusion 🤗🌹🌹
Rt'd and following

@TwinsBus 
#IFB all patriots https://t.co/IPfiObhWkt",0,0,0,0,0,,,
,False,1330144813019226112,everyone,"1/13-zz2087` Time flies searching for your shadow 
#天津 #宁波 #长沙 https://t.co/5y3lXIiRtc",0,0,0,0,0,,,
,True,1436404779903750145,everyone,a new production of the neon video I found 🤤 https://t.co/WlJ2PaQSsC,0,0,0,0,0,,,
,False,1497286841178992641,everyone,"HAPPY KAI DAY🐻

#생일축하해김카이
#신이땅으로내려온날_햅삐카탄절
#카이는신이고_오늘생일임
#HappyKAIDay
@weareoneEXO https://t.co/8pQQsQ5sZF",0,0,0,0,0,,,
,False,3337712224,everyone,💕💕Abraham Finger  #北京  #北京丝足  #北京SPA  https://t.co/uaYtuDmVHo,0,0,0,0,0,,,
,False,528994436,everyone,"Our Eagles host the Page County Panthers this evening at the Rock! JV tips off at 6:00, with Varsity to follow around 7:30! Let's go, Eagles! #eaglesnation https://t.co/m9bv8QIpBe",0,0,0,0,0,,,
[<ReferencedTweet id=1613951546827444243 type=replied_to],False,1428848869584998402,everyone,@DTWD_1995 @chargers Imagine a jaguar fan questioning another fan base.. https://t.co/XIaQgK1QRL,0,0,0,0,3,,,
,False,1605450625168584705,mentionedUsers,ef4re2enwo Start where  #加速器推荐vpn you are. Use what you have. Do #翻墙软件  #加速器推荐  what you can.vpn     https://t.co/OIuKSqglyi,0,0,0,0,0,,,
[<ReferencedTweet id=1613939075865784320 type=replied_to],False,1056696142501539843,everyone,@ArmyOfBoomstick @belladonna2417 🎉🥳 Happy Friday the 13th🥳🎉 https://t.co/RgncDK1EnJ,0,0,0,0,0,,,
,True,1327843394199183361,everyone,that’s that thique https://t.co/XxdJHUFbBu,0,0,0,0,1,,,
[<ReferencedTweet id=1613301983036997634 type=quoted],False,39142676,everyone,Facts https://t.co/ib6kKpRdue,0,0,0,0,0,,,
[<ReferencedTweet id=1613825745993826304 type=quoted],False,380489968,everyone,And I’m ok with that 🥰 https://t.co/IYnnwozzAM,0,0,0,0,0,,,
,False,1275041247435067392,everyone,What's In The Box???? 2nd Press Of Our Debut Album (Including Bedtime) Incoming Stay Tuned Shed Heads @waxandbeans https://t.co/RP8XPRdcQ3,0,0,0,0,0,,,
,False,24861433,everyone,"Ping G430 Irons REVIEWED | Do you think the G430 is an improvement on the G425? 

Watch here ➡️ https://t.co/hpcrHCRjFb https://t.co/hxvNS1FnMZ",0,0,0,0,0,,,
,False,1535846935193866240,everyone,N3 e was to. charge fifteen guineas.😗🍂🍷 #文爱 #视频爱爱 #意淫 #约炮 #剧情 #御姐 #萝莉 #裸聊 #连麦 #磕炮 #淫水 #寸止 #后入 #做爱 https://t.co/KgXmb3geaJ,0,0,0,0,0,,,
[<ReferencedTweet id=1613671601517785088 type=quoted],False,18914964,everyone,#croatia one of them https://t.co/v9cktVXRhC,0,0,0,0,0,,,
[<ReferencedTweet id=1613953730034167808 type=quoted],False,1603880170796064770,everyone,I have a love/hate relationshi. https://t.co/JtJF6Skem8,0,0,0,0,0,,,
[<ReferencedTweet id=1610133294951141378 type=quoted],False,971878595898507268,everyone,O reels https://t.co/HXMYMctCPY,0,0,0,0,0,,,
[<ReferencedTweet id=1610840216956182531 type=quoted],False,531348301,everyone,"The @gop @HouseGOP cares not about our democracy.

“A significant part of the Republican Party, and especially its base, now lives in a post-policy world. Governing is nothing. The show is everything.”

They are all frauds. https://t.co/35tZH5PPyh",0,0,0,0,0,,,
[<ReferencedTweet id=1613950000190427148 type=quoted],False,14218482,everyone,"And completely buried in the @latimes as an afterthought article. Where's the follow up @ChristianM_CA? 
 https://t.co/PQK1qzoEfw https://t.co/QXOTY0uxz9",0,0,0,0,0,,,
,True,1605955086634848256,everyone,"Panties Panty Peel SpreaD 🍆🍑 
#nsfwtwt
source: in video https://t.co/2YUrUyA8G9",0,0,0,0,0,,,
[<ReferencedTweet id=1613953730034167808 type=quoted],False,1605113259991961603,everyone,There were nineteen years betw. https://t.co/jH5Xa5Na61,0,0,0,0,0,,,
[<ReferencedTweet id=1613953650912825345 type=quoted],False,1584331864101486592,everyone,🥹🥹🥹🥹🥹🥹 LOVEEEEEEEE https://t.co/f99YHZMCCE,0,0,0,0,0,,,
[<ReferencedTweet id=1613562282658893824 type=quoted],False,1498705866958196740,everyone,STOP https://t.co/cjqRldfyoc,0,0,0,0,0,,,
[<ReferencedTweet id=1613696243070341126 type=quoted],False,269082653,everyone,My whole trip 🤣 https://t.co/2e2xbbBWXR,0,0,0,0,1,,,
[<ReferencedTweet id=1613953271198253058 type=replied_to],False,1365049595307454464,everyone,@celembrior @Ferule666 @sairaspooks 2. You people would not make it as big as labelling anyone buying it as a transphobe. You justified your usage of twitter while benefitting someone like Musk as an area of discussion and I justify myself purchasing the game as a form of me enjoying video games in general.,0,0,0,0,0,,,
,False,882664985402515462,everyone,Hq._o The eggs are sold by the dozen.                          #济南 #潍坊            https://t.co/UPRqJMBvO1,0,0,0,0,0,,,
,False,1453257558563737602,everyone,"""I can see it just by listening. That sound. I will definitely catch it.""

Kang Kwonjoo's character posters for #Voice #Voice1

#보이스 #보이스1 #이하나 #LeeHaNa https://t.co/CFEwQmC2Au",0,0,0,0,0,,,
[<ReferencedTweet id=1613951683289124869 type=quoted],False,1521003276635762691,everyone,cancel it now https://t.co/nzj6okfe6F,0,0,0,0,4,,,
[<ReferencedTweet id=1613953751978762243 type=replied_to],False,1374555039528669184,everyone,@AltTextUtil @oedipusnj Extracted text in image descriptions 3/3 https://t.co/a1FnuyO3MS,0,0,0,0,0,,,
[<ReferencedTweet id=1613944258146308265 type=quoted],False,1494119294048817157,everyone,WE AWPPPPPP https://t.co/KrlTiA6uJG,0,0,0,0,0,,,
,False,832931846,everyone,#IHERB  #DKH6146  this context was                                    IHERB_Code_is (( DKH6146 ))  enjoy               promocode_voucher_coupon_dicounts_offers_perfume_promo_Vitamin_herbs_Supplements         Failure teaches success https://t.co/XykiyhReaj,0,0,0,0,0,,,
[<ReferencedTweet id=1613664747064279047 type=quoted],False,1154033356994207744,everyone,I FUCKING LOVE GAY PEOPLE OMFG https://t.co/aYp4PhDrFr,0,0,0,0,1,,,
,True,714825072557604869,everyone,Another Content Item Sold on IWC! Control your cock https://t.co/9W6unza3m0 https://t.co/kCNxsdzcUX,0,0,0,0,0,,,
"[<ReferencedTweet id=1613809163360174080 type=quoted, <ReferencedTweet id=1613951515164643365 type=replied_to]",False,1400390949285482496,everyone,"@jamison_dove hi jamison, here’s my picture for #Girlsgang https://t.co/TSI4dMWd3A",0,0,0,0,5,,,
,False,435882602,everyone,"🇮🇶Khaleeji Zain 25 🏆
🇶🇦Qatar national football team players celebrating after defeating UAE in the last round of group B. 
#ArabGulfCup #ArabianGulfCup #GCC #Football #Gulf25 #خليجي25 #خليجي_25_بصراوي https://t.co/kpm08VFjTk",0,0,0,0,3,,,
[<ReferencedTweet id=1613239803474235392 type=quoted],False,732719667744149505,everyone,it about fucking time shit they cloud have just wait to may so it be on summer https://t.co/VlbPtBK84x,0,0,0,0,0,,,
,False,1441486920748519432,everyone,When you’re #Executive #Management and your last two checks have been #short and they #expect you in the #office instead of #working #remotely but you’re only going in to confirm your #telecommuting 🤑🧿😒🎙🍪🌹 #Wizards #Knicks #NBA https://t.co/k328RkPjvL,0,0,0,0,0,,,
[<ReferencedTweet id=1613953270849966112 type=quoted],False,1431289294983938051,everyone,Wow! Never thought the patriot grass roots movement would have to move to gas stoves. https://t.co/6fcdlYSPfT,0,0,0,0,0,,,
[<ReferencedTweet id=1613953730034167808 type=quoted],False,1604569965914357761,everyone,I have had a love-hate relatio. https://t.co/DEI1XC0xhy,0,0,0,0,0,,,
,False,1348644288834449408,everyone,The fact that I don't have the most followers on Twitter is insane.,0,0,0,0,1,,,
,False,2714785081,everyone,Blackmail? https://t.co/BoWuD58MRZ,0,0,0,0,0,,,
[<ReferencedTweet id=1613905255820918785 type=replied_to],False,1386004199033511938,everyone,@GloomersNFT @gusfinkstudios Let's go #gloomers https://t.co/xaeXHc0JG5,0,0,0,0,0,,,
[<ReferencedTweet id=1613950162837147660 type=quoted],False,613302179,everyone,It will surely comes back too you in multiple folds https://t.co/DLrd423v9P,0,0,0,0,0,,,
,False,1458103296070242307,everyone,"bl,g^   It rather surprised me.     #上饶 #昆明 #南阳         https://t.co/emao3O8tr9",0,0,0,0,0,,,
,False,1597726496033894401,everyone,"#厦门
Poor memory might happy. https://t.co/SAWo1LnkHm",0,0,0,0,0,,,
,False,886554304915623937,everyone,Ff&lt;pt Being a mother is not easy.          #重庆 #深圳 #长春          https://t.co/e6dPCoUucV,0,0,0,0,0,,,
,True,3266409391,everyone,"😈...

See this and more at:
https://t.co/B4wT6yQNPE https://t.co/aDZaMtGr8j",0,0,0,0,0,,,
,False,1364346866926813185,everyone,Happy Friday bambinos https://t.co/qXyAs2TYLD,0,0,0,0,0,,,
